congress,chamber,chamber_id,icpsr_id,state_icpsr,district_code,abbrev,party_code,party,born,died,speaker,firstname,stanford_core_id,repeat_last_name,new_core_id
115,House,0,29143,49,3,TX,200,republican,1930,,JOHNSON,Sam,11998,x,
115,House,0,20738,24,4,OH,200,republican,1964,,JORDAN,Jim,12000,,
115,House,0,21353,24,14,OH,200,republican,1957,,JOYCE,David,12249,,
115,Senate,1,41305,40,0,VA,100,democrat,1958,,KAINE,Timothy Michael (Tim),12264,,
115,House,0,15029,24,9,OH,100,democrat,1946,,KAPTUR,Marcia Carolyn (Marcy),12001,,
115,House,0,21542,13,24,NY,200,republican,1962,,KATKO,John,12321,,
115,House,0,21140,3,9,MA,100,democrat,1952,,KEATING,William R.,12002,,
115,House,0,21167,14,3,PA,200,republican,1948,,KELLY,Mike,12003,x,
115,House,0,21371,21,2,IL,100,democrat,1956,,KELLY,Robin L.,12268,x,
115,House,0,21561,46,1,MS,200,republican,1966,,KELLY,Trent,12345,x,
115,House,0,21372,23,5,MI,100,democrat,1958,,KILDEE,Dan,12230,,
115,House,0,21368,73,6,WA,100,democrat,1974,,KILMER,Derek,12265,,
115,House,0,29769,25,3,WI,100,democrat,1963,,KIND,Ron,12004,,
115,House,0,29375,13,2,NY,200,republican,1944,,KING,Peter T.,12005,x,
115,House,0,20325,31,4,IA,200,republican,1949,,KING,Steve,12006,x,
115,Senate,1,41300,2,0,ME,328,independent,1944,,KING,Angus Stanley,12229,x,
115,House,0,21128,21,16,IL,200,republican,1978,,KINZINGER,Adam,12007,,
115,Senate,1,40700,33,0,MN,100,democrat,1960,,KLOBUCHAR,Amy,11818,,
115,House,0,21505,71,25,CA,200,republican,1966,,KNIGHT,Steve,12287,,
115,House,0,21340,4,2,NH,100,democrat,1956,,KUSTER,Ann McLane,12241,,
115,House,0,21125,63,1,ID,200,republican,1967,,LABRADOR,Raul,12010,,
115,House,0,21562,21,18,IL,200,republican,1968,,LaHOOD,Darin,12346,,
